Wavelength (nm),%T
938,89.45193481
937,89.45156097
936,89.44987488
935,89.45616913
934,89.45822144
933,89.4513855
932,89.44830322
931,89.4441452
930,89.45343781
929,89.45655823
928,89.45188141
927,89.45373535
926,89.45328522
925,89.4540863
924,89.44747925
923,89.45313263
922,89.46031189
921,89.45342255
920,89.45111084
919,89.45834351
918,89.4567337
917,89.44754791
916,89.45198059
915,89.45898438
914,89.45845032
913,89.45349121
912,89.45767975
911,89.45845032
910,89.455513
909,89.46364594
908,89.45801544
907,89.45755768
906,89.46065521
905,89.46334839
904,89.45558167
903,89.45817566
902,89.46681976
901,89.46395874
900,89.46853638
899,89.48677826
898,89.47221375
897,89.43153381
896,89.46139526
895,89.46414948
894,89.47145081
893,89.48973083
892,89.46490479
891,89.45881653
890,89.44941711
889,89.48907471
888,89.45804596
887,89.45281219
886,89.48408508
885,89.45424652
884,89.47280884
883,89.49937439
882,89.47665405
881,89.46901703
880,89.45818329
879,89.4930191
878,89.47845459
877,89.49330902
876,89.46605682
875,89.47978973
874,89.48885345
873,89.48916626
872,89.49263
871,89.49512482
870,89.49803162
869,89.48963165
868,89.49991608
867,89.49785614
866,89.49810028
865,89.50126648
864,89.49950409
863,89.50138092
862,89.51894379
861,89.49411774
860,89.4993515
859,89.51979828
858,89.50327301
857,89.51973724
856,89.50115204
855,89.52749634
854,89.49143219
853,89.51891327
852,89.51747894
851,89.51428223
850,89.49713898
849,89.07691193
848,89.07918549
847,89.09445953
846,89.05011749
845,89.10459137
844,89.0622406
843,89.01595306
842,89.01882172
841,89.03440857
840,89.01836395
839,89.01390839
838,88.93353271
837,88.9519577
836,88.96938324
835,88.9667511
834,89.01447296
833,89.05071259
832,89.0245285
831,88.95049286
830,88.98846436
829,88.99245453
828,89.0109787
827,89.03135681
826,89.03179932
825,89.02887726
824,89.03639221
823,89.03857422
822,89.09114075
821,89.09591675
820,89.06932068
819,89.0701828
818,89.06364441
817,89.07730865
816,89.0925827
815,89.09234619
814,89.07750702
813,89.07135773
812,89.11954498
811,89.10586548
810,89.14057922
809,89.15174866
808,89.11065674
807,89.12036133
806,89.13262939
805,89.06568909
804,89.10481262
803,89.13169098
802,89.10706329
801,89.13008118
800,89.11138153
799,89.15068054
798,89.14432526
797,89.12252045
796,89.12635803
795,89.09883118
794,89.11499023
793,89.07823181
792,89.08073425
791,89.11077118
790,89.13965607
789,89.10021973
788,89.0669632
787,89.06750488
786,89.09421539
785,89.08560944
784,89.02500916
783,89.04296112
782,89.04421997
781,89.08454895
780,89.0542984
779,88.97441864
778,88.98550415
777,89.00164032
776,88.97476959
775,88.9810791
774,88.96704865
773,88.92752075
772,88.93291473
771,88.92248535
770,88.88210297
769,88.85219574
768,88.82329559
767,88.79512787
766,88.76341248
765,88.73731232
764,88.69927979
763,88.67069244
762,88.63117981
761,88.5691452
760,88.52228546
759,88.45323944
758,88.39050293
757,88.34791565
756,88.2617569
755,88.1882019
754,88.10609436
753,88.02368927
752,87.89897919
751,87.81197357
750,87.68847656
749,87.56394196
748,87.40856934
747,87.26319885
746,87.08177948
745,86.90488434
744,86.68793488
743,86.45604706
742,86.20922852
741,85.94682312
740,85.61694336
739,85.29236603
738,84.93670654
737,84.54893494
736,84.11308289
735,83.62558746
734,83.09932709
733,82.51327515
732,81.89232635
731,81.19069672
730,80.43154144
729,79.60150146
728,78.69139099
727,77.70730591
726,76.62758636
725,75.44213867
724,74.15323639
723,72.75812531
722,71.24798584
721,69.61890411
720,67.83485413
719,65.94902039
718,63.94591904
717,61.76670837
716,59.47814178
715,57.08326721
714,54.54705811
713,51.90119171
712,49.14803314
711,46.30582047
710,43.38315964
709,40.42502213
708,37.46110535
707,34.45021057
706,31.48627853
705,28.58032036
704,25.73536682
703,23.00132179
702,20.42278099
701,17.95537376
700,15.66945267
699,13.57234859
698,11.65210724
697,9.914259911
696,8.372035027
695,7.010058403
694,5.823270321
693,4.803114414
692,3.930340767
691,3.189689636
690,2.574409723
689,2.063402891
688,1.639113188
687,1.295252919
686,1.020137787
685,0.795741499
684,0.618501544
683,0.48029232
682,0.370187819
681,0.284391135
680,0.218493894
679,0.166290432
678,0.12712124
677,0.096722826
676,0.074119881
675,0.056651723
674,0.043644246
673,0.032925531
672,0.025807807
671,0.019537786
670,0.015143011
669,0.011992046
668,0.008764606
667,0.007573544
666,0.005403544
665,0.004727713
664,0.004027236
663,0.002825416
662,0.002229328
661,0.001652135
660,0.001436036
659,0.000994958
658,0.001062522
657,0.000478804
656,0.000695951
655,-0.000161246
654,0.00102474
653,0.000539054
652,0.000438802
651,0.000638294
650,0.00044411
649,0.000858838
648,0.00067868
647,-0.000351465
646,0.000108705
645,0.000528509
644,4.20E-05
643,-0.0002875
642,0.000323382
641,-2.91E-05
640,-7.43E-08
639,0.000448494
638,-0.00011324
637,-0.000251489
636,0.000445936
635,9.69E-06
634,0.000753933
633,-0.000138001
632,0.000405619
631,1.08E-05
630,-5.17E-05
629,0.000290288
628,-0.000429779
627,0.00039528
626,9.99E-05
625,0.000192862
624,0.000309913
623,-0.000352318
622,0.000622019
621,-9.21E-05
620,-3.59E-05
619,-0.000168245
618,-0.000296732
617,-0.000120779
616,4.96E-05
615,-0.000120688
614,0.000363675
613,9.24E-05
612,0.000224809
611,-0.000251863
610,0.000926155
609,-0.000313749
608,8.59E-05
607,0.000197252
606,0.000299584
605,-4.95E-05
604,0.000191823
603,0.000117362
602,0.000150287
601,0.000296738
600,0.000149595
599,0.000307847
598,7.18E-05
597,-1.06E-05
596,0.000198492
595,0.000217487
594,0.000622378
593,-0.00019636
592,0.000664536
591,-0.000120404
590,-0.000223217
589,-0.000733599
588,-0.000576852
587,7.39E-05
586,-9.67E-05
585,0.000119559
584,-0.000171746
583,2.57E-05
582,-0.000363093
581,-0.000100252
580,-0.000539052
579,0.000360236
578,-0.000474065
577,0.000148226
576,-0.00023742
575,0.000419986
574,-0.000219343
573,0.000433288
572,-0.000105236
571,0.000662005
570,-0.000559031
569,0.000185523
568,4.39E-05
567,3.77E-06
566,-0.000543751
565,0.000197462
564,-0.000178105
563,2.14E-05
562,-6.04E-05
561,0.000297968
560,-0.000511713
559,0.000149608
558,0.000265251
557,0.000241318
556,0.000879986
555,0.000186399
554,0.000114318
553,0.000433244
552,-0.000172408
551,-0.000175439
550,0.000206095
549,7.91E-05
548,-0.000199396
547,9.48E-05
546,-0.000359119
545,-0.000123305
544,-0.000191012
543,-0.000207837
542,0.000112184
541,4.75E-05
540,0.000171896
539,0.000134757
538,0.0003835
537,-3.98E-05
536,0.000106803
535,-0.000120828
534,0.000283924
533,0.000302167
532,0.000282816
531,0.000203696
530,0.000194997
529,4.26E-05
528,0.000256577
527,0.000392967
526,-0.000349686
525,8.08E-05
524,0.0001204
523,0.00046936
522,-0.000230329
521,0.000226765
520,-0.000190334
519,-0.000401436
518,0.000147313
517,0.000305371
516,-4.90E-05
515,0.000185713
514,0.000132099
513,-4.89E-05
512,0.000269611
511,-3.37E-05
510,-0.000323706
509,6.09E-05
508,0.000295523
507,-0.000482236
506,-0.000244133
505,0.000312638
504,8.03E-05
503,0.00029681
502,0.000755222
501,-0.000146059
500,0.000298539
499,0.000368965
498,-0.000243345
497,2.00E-05
496,-0.000317818
495,-0.000155899
494,-7.24E-05
493,-0.000506078
492,7.06E-05
491,0.000169127
490,0.000164778
489,-2.54E-05
488,-0.000204207
487,7.10E-05
486,0.000169632
485,-0.000120739
484,9.48E-05
483,-0.000207243
482,-0.000218754
481,-0.000107866
480,-0.000414067
479,-6.28E-05
478,0.000322612
477,0.000159804
476,-3.51E-05
475,-0.000315556
474,-7.41E-05
473,-0.000168275
472,-0.000296506
471,8.13E-05
470,-0.00036752
469,-0.000112138
468,0.00048021
467,0.000397059
466,-0.000113988
465,0.000355041
464,8.51E-05
463,0.000368973
462,0.000189316
461,0.000588017
460,-0.000456556
459,0.000229324
458,0.000291921
457,0.000514382
456,-0.000186121
455,0.000322832
454,-0.000157618
453,-0.000339724
452,0.000477991
451,-0.000258236
450,0.000195968
449,-8.03E-05
448,-9.70E-05
447,-0.000293345
446,0.000314503
445,-0.00056937
444,0.000887552
443,-9.38E-05
442,-0.000220654
441,-0.000153286
440,0.000300288
439,-9.43E-05
438,-0.000235486
437,3.31E-05
436,0.000133871
435,-0.000105746
434,-0.000184499
433,0.000186189
432,0.000125568
431,0.000506915
430,-0.000599068
429,0.000228323
428,-3.29E-05
427,0.000117483
426,0.000171934
425,2.93E-05
424,-6.68E-05
423,-0.000253262
422,-0.000239012
421,2.26E-05
420,0.000120079
419,5.04E-05
418,2.03E-05
417,1.53E-05
416,0.000320918
415,0.0004191
414,0.000562357
413,-0.000168758
412,0.000195892
411,5.21E-05
410,-1.82E-05
409,-0.000522971
408,0.000387246
407,-0.000241525
406,0.000502476
405,1.31E-05
404,0.000517352
403,-1.69E-05
402,0.000449514
401,-0.00021107
400,7.68E-05
399,-0.000352125
398,-0.000102369
397,-0.000296913
396,-0.000134873
395,-0.000637488
394,8.41E-05
393,0.000361655
392,8.04E-05
391,-0.000484673
390,-0.000367198
389,-0.000222164
388,-7.09E-05
387,-0.000118864
386,4.13E-06
385,4.80E-05
384,-4.37E-05
383,0.000598735
382,-5.02E-05
381,6.43E-05
380,-0.000314751
379,-0.000329364
378,0.000445222
377,-0.000162509
376,-0.000375138
375,0.000120583
374,0.000418023
373,-4.61E-05
372,8.43E-05
371,0.000209952
370,-0.00018233
369,-0.000298468
368,3.03E-05
367,6.03E-05
366,-0.000191849
365,-0.000221513
364,0.000156289
363,0.000888421
362,7.13E-05
361,-0.000159476
360,-8.52E-05
359,0.000360944
358,6.51E-05
357,-0.000295438
356,-9.34E-05
355,-0.000459248
354,0.000206004
353,-0.000436158
352,-0.000195083
351,-0.000232609
350,0.000159762
349,0.00010769
348,-0.000640102
347,0.000190587
346,-7.33E-05
345,-0.000175144
344,0.000134689
343,-0.000155708
342,0.000590688
341,-4.60E-06
340,-9.23E-05
339,0.000624864
338,0.000417363
337,-0.000531527
336,0.000370699
335,-0.000265474
334,0.000140609
333,-7.25E-05
332,0.000199554
331,-0.000112544
330,-3.76E-05
329,-0.00023966
328,-0.000245861
327,0.000179638
326,-0.000107606
325,0.00017965
324,0.000239897
323,0.000436546
322,-0.000254624
321,-2.12E-05
320,0.000137855
319,0.000352806
318,0.000577801
317,-2.11E-05
316,9.48E-05
315,0.000316159
314,-4.03E-07
313,-0.000188734
312,0.000394752
311,8.82E-05
310,-0.00020508
309,9.44E-05
308,-0.000154365
307,0.000121285
306,4.92E-05
305,-0.000498199
304,-8.78E-05
303,0.00034053
302,-0.000434829
301,0.000179898
300,-0.000104842
299,0.000560531
298,-0.000189859
297,0.000339615
296,-9.19E-05
295,0.000221032
294,0.000270603
293,0.000215573
292,0.000169309
291,-5.58E-05
290,3.52E-05
289,0.000251941
288,-0.000307752
287,0.000139073
286,0.000491834
285,0.000143602
284,0.000280465
283,3.33E-05
282,-0.000239529
281,-0.000214318
280,-0.00059627
279,0.000159142
278,-0.000390471
277,-0.000195434
276,5.63E-05
275,-0.00015475
274,3.09E-05
273,0.00022021
272,-9.33E-05
271,0.000143246
270,0.000637255
269,8.93E-05
268,-2.15E-05
267,8.29E-05
266,0.000202616
265,0.000111248
264,-0.000560159
263,0.000151022
262,-0.00025639
261,2.44E-05
260,-0.000363536
259,0.000595215
258,-0.00015637
257,0.000472999
256,0.000312348
255,0.000310361
254,0.000118244
253,-0.00010742
252,-0.000425659
251,-0.000471345
250,0.000179371
,
,90.78546906
,45.39273453
