Wavelength (nm),%T
2253,88.44298553
2252,88.43161011
2251,88.43605804
2250,88.43477631
2249,88.42118835
2248,88.4081955
2247,88.41399384
2246,88.41912079
2245,88.41244507
2244,88.40796661
2243,88.40751648
2242,88.38973999
2241,88.39173889
2240,88.39987183
2239,88.3926239
2238,88.39093018
2237,88.38941193
2236,88.38507843
2235,88.38928223
2234,88.39323425
2233,88.39588928
2232,88.39078522
2231,88.40608215
2230,88.38464355
2229,88.38742065
2228,88.39434814
2227,88.41000366
2226,88.41905975
2225,88.41881561
2224,88.42266846
2223,88.42614746
2222,88.43870544
2221,88.44391632
2220,88.45530701
2219,88.47695923
2218,88.48870087
2217,88.48791504
2216,88.50390625
2215,88.50955963
2214,88.53087616
2213,88.54701233
2212,88.56104279
2211,88.57850647
2210,88.59700012
2209,88.61463928
2208,88.63220215
2207,88.64990234
2206,88.67266846
2205,88.68527985
2204,88.70769501
2203,88.72956848
2202,88.76464844
2201,88.78068542
2200,88.7951889
2199,88.82318115
2198,88.85630798
2197,88.87503052
2196,88.8996048
2195,88.92254639
2194,88.94760895
2193,88.97868347
2192,89.00461578
2191,89.02831268
2190,89.0617218
2189,89.09174347
2188,89.11188507
2187,89.14852142
2186,89.16003418
2185,89.1858902
2184,89.22077179
2183,89.2569809
2182,89.27109528
2181,89.30884552
2180,89.33156586
2179,89.34477997
2178,89.35861969
2177,89.389328
2176,89.42227936
2175,89.44865417
2174,89.46248627
2173,89.47917175
2172,89.48769379
2171,89.50532532
2170,89.54224396
2169,89.53044128
2168,89.56800842
2167,89.58089447
2166,89.59555054
2165,89.6051178
2164,89.62038422
2163,89.63950348
2162,89.63585663
2161,89.66168976
2160,89.67207336
2159,89.68019867
2158,89.69097137
2157,89.70026398
2156,89.71568298
2155,89.72602844
2154,89.73374939
2153,89.74612427
2152,89.75463867
2151,89.76306915
2150,89.77196503
2149,89.77865601
2148,89.78826904
2147,89.79956818
2146,89.81885529
2145,89.81324768
2144,89.82411957
2143,89.82453156
2142,89.84280396
2141,89.83840179
2140,89.84777832
2139,89.85654449
2138,89.8640976
2137,89.87099457
2136,89.87275696
2135,89.88297272
2134,89.88597107
2133,89.90483093
2132,89.89573669
2131,89.89460754
2130,89.92488098
2129,89.93056488
2128,89.92411041
2127,89.9360199
2126,89.93450165
2125,89.94516754
2124,89.9514389
2123,89.95468903
2122,89.96444702
2121,89.960495
2120,89.98625946
2119,89.96575928
2118,89.98477936
2117,89.9813385
2116,89.99510193
2115,89.98145294
2114,90.00421906
2113,89.99152374
2112,90.0131073
2111,90.01038361
2110,90.00518036
2109,90.01792145
2108,90.01644135
2107,90.02695465
2106,90.02945709
2105,90.0381546
2104,90.03472137
2103,90.01820374
2102,90.0499649
2101,90.04327393
2100,90.04730225
2099,90.04903412
2098,90.06144714
2097,90.05348969
2096,90.05495453
2095,90.06016541
2094,90.06409454
2093,90.07156372
2092,90.06700897
2091,90.07624817
2090,90.07865906
2089,90.06950378
2088,90.07280731
2087,90.07419586
2086,90.08114624
2085,90.0890274
2084,90.07156372
2083,90.09072876
2082,90.08660126
2081,90.08187866
2080,90.08878326
2079,90.09020996
2078,90.09002686
2077,90.10192108
2076,90.10344696
2075,90.08553314
2074,90.10940552
2073,90.10196686
2072,90.11240387
2071,90.10054016
2070,90.11878967
2069,90.10755157
2068,90.11190796
2067,90.10102081
2066,90.10988617
2065,90.11755371
2064,90.10739136
2063,90.11045837
2062,90.11452484
2061,90.10674286
2060,90.12420654
2059,90.12482452
2058,90.11109161
2057,90.12469482
2056,90.11785126
2055,90.11683655
2054,90.12215424
2053,90.11871338
2052,90.12251282
2051,90.12049103
2050,90.12294769
2049,90.13054657
2048,90.12415314
2047,90.13790131
2046,90.12268066
2045,90.12293243
2044,90.13626099
2043,90.12796021
2042,90.12940216
2041,90.13409424
2040,90.12670135
2039,90.13359833
2038,90.12979126
2037,90.12621307
2036,90.13986206
2035,90.12998199
2034,90.13342285
2033,90.14485168
2032,90.12799835
2031,90.14136505
2030,90.14324188
2029,90.14253235
2028,90.13545227
2027,90.14558411
2026,90.13835144
2025,90.14592743
2024,90.13983917
2023,90.13833618
2022,90.14579773
2021,90.14196777
2020,90.14511108
2019,90.14588165
2018,90.14962006
2017,90.14860535
2016,90.14739227
2015,90.15077209
2014,90.1534729
2013,90.15550232
2012,90.1529541
2011,90.16209412
2010,90.14958191
2009,90.1640625
2008,90.16744232
2007,90.15071869
2006,90.16905212
2005,90.16729736
2004,90.16957855
2003,90.14939117
2002,90.17263794
2001,90.16591644
2000,90.16638184
1999,90.17169952
1998,90.17776489
1997,90.17603302
1996,90.17790985
1995,90.18934631
1994,90.18223572
1993,90.18208313
1992,90.18635559
1991,90.18370056
1990,90.18812561
1989,90.18688965
1988,90.18619537
1987,90.19038391
1986,90.19024658
1985,90.193573
1984,90.19490814
1983,90.19727325
1982,90.20149994
1981,90.19532776
1980,90.2068634
1979,90.20606995
1978,90.20536804
1977,90.20877838
1976,90.20831299
1975,90.21623993
1974,90.20850372
1973,90.2178421
1972,90.22115326
1971,90.21768188
1970,90.22494507
1969,90.22246552
1968,90.23070526
1967,90.23064423
1966,90.23280334
1965,90.23959351
1964,90.2359848
1963,90.23902893
1962,90.24394989
1961,90.24214935
1960,90.2486496
1959,90.2473526
1958,90.25154114
1957,90.25243378
1956,90.25161743
1955,90.25944519
1954,90.25550842
1953,90.26260376
1952,90.26599884
1951,90.26368713
1950,90.2706604
1949,90.26604462
1948,90.2718811
1947,90.27600861
1946,90.27897644
1945,90.27968597
1944,90.28226471
1943,90.28404236
1942,90.28683472
1941,90.28210449
1940,90.29050446
1939,90.29228973
1938,90.29367828
1937,90.30261993
1936,90.29831696
1935,90.30347443
1934,90.30776978
1933,90.30640411
1932,90.31128693
1931,90.31206512
1930,90.3092041
1929,90.30549622
1928,90.31530762
1927,90.3240509
1926,90.32509613
1925,90.32439423
1924,90.32551575
1923,90.32965088
1922,90.33473969
1921,90.32657623
1920,90.33222961
1919,90.34546661
1918,90.34362793
1917,90.34760284
1916,90.34272003
1915,90.34262085
1914,90.34780121
1913,90.35249329
1912,90.35630798
1911,90.36103821
1910,90.36060333
1909,90.36164093
1908,90.36395264
1907,90.36231995
1906,90.36322021
1905,90.36880493
1904,90.36768341
1903,90.36943817
1902,90.3664093
1901,90.36165619
1900,90.36354065
1899,90.37702942
1898,90.3742981
1897,90.37724304
1896,90.37086487
1895,90.37345123
1894,90.37338257
1893,90.38174438
1892,90.38155365
1891,90.38448334
1890,90.37498474
1889,90.373909
1888,90.38371277
1887,90.3829422
1886,90.38776398
1885,90.38459015
1884,90.38819885
1883,90.39174652
1882,90.38943481
1881,90.3972168
1880,90.40357208
1879,90.40045166
1878,90.40033722
1877,90.40888214
1876,90.41385651
1875,90.40737915
1874,90.41461182
1873,90.41793823
1872,90.41259003
1871,90.41111755
1870,90.41892242
1869,90.41552734
1868,90.41143036
1867,90.42302704
1866,90.42144012
1865,90.41501617
1864,90.4160614
1863,90.42597961
1862,90.4199295
1861,90.41940308
1860,90.42727661
1859,90.42907715
1858,90.4358902
1857,90.42934418
1856,90.42975616
1855,90.4334259
1854,90.43515778
1853,90.4384613
1852,90.43747711
1851,90.42427063
1850,90.44367981
1849,90.44150543
1848,90.44120789
1847,90.44550323
1846,90.443573
1845,90.44198608
1844,90.45068359
1843,90.44844055
1842,90.4427948
1841,90.44630432
1840,90.44934082
1839,90.44978333
1838,90.4474411
1837,90.4513092
1836,90.45503998
1835,90.44316101
1834,90.45027161
1833,90.46129608
1832,90.45153046
1831,90.44809723
1830,90.46187592
1829,90.44818115
1828,90.45805359
1827,90.4654541
1826,90.46034241
1825,90.46318817
1824,90.46334839
1823,90.47628021
1822,90.47489166
1821,90.47531128
1820,90.48219299
1819,90.47127533
1818,90.47566223
1817,90.47844696
1816,90.47789764
1815,90.47618103
1814,90.48844147
1813,90.49207306
1812,90.47177887
1811,90.48815155
1810,90.4959259
1809,90.49569702
1808,90.48945618
1807,90.48944855
1806,90.48517609
1805,90.50306702
1804,90.50272369
1803,90.49812317
1802,90.50209808
1801,90.50705719
1800,90.50839233
1799,90.51669312
1798,90.51229858
1797,90.50983429
1796,90.50706482
1795,90.51564026
1794,90.51450348
1793,90.5266571
1792,90.5234375
1791,90.52236176
1790,90.52461243
1789,90.52851105
1788,90.53399658
1787,90.53643799
1786,90.545578
1785,90.52737427
1784,90.54420471
1783,90.54499054
1782,90.54714203
1781,90.54740906
1780,90.54772186
1779,90.5568924
1778,90.55407715
1777,90.55757904
1776,90.5666275
1775,90.56188202
1774,90.57291412
1773,90.56884766
1772,90.56738281
1771,90.57056427
1770,90.57145691
1769,90.57398224
1768,90.57652283
1767,90.58332062
1766,90.58563995
1765,90.586586
1764,90.58738708
1763,90.58982849
1762,90.59306335
1761,90.59828186
1760,90.59632111
1759,90.59938049
1758,90.59955597
1757,90.60112
1756,90.60713959
1755,90.60752106
1754,90.61076355
1753,90.6088562
1752,90.61458588
1751,90.61743927
1750,90.61860657
1749,90.62104034
1748,90.62232971
1747,90.6219635
1746,90.62059784
1745,90.62980652
1744,90.63109589
1743,90.63518524
1742,90.63170624
1741,90.63529968
1740,90.64084625
1739,90.64098358
1738,90.6444931
1737,90.64889526
1736,90.64416504
1735,90.64497375
1734,90.65032959
1733,90.64697266
1732,90.65276337
1731,90.65332794
1730,90.65544128
1729,90.65760803
1728,90.6612854
1727,90.66304016
1726,90.6643219
1725,90.66545105
1724,90.66419983
1723,90.66523743
1722,90.67256165
1721,90.67269897
1720,90.6750412
1719,90.67809296
1718,90.67904663
1717,90.68133545
1716,90.68428802
1715,90.68579865
1714,90.68678284
1713,90.68662262
1712,90.69101715
1711,90.68869781
1710,90.69241333
1709,90.69198608
1708,90.69386292
1707,90.69832611
1706,90.70078278
1705,90.70226288
1704,90.70529175
1703,90.70501709
1702,90.70719147
1701,90.70783234
1700,90.71628571
1699,90.71019745
1698,90.71315765
1697,90.72992706
1696,90.7070694
1695,90.72830963
1694,90.7166214
1693,90.7180481
1692,90.72225952
1691,90.72264099
1690,90.72119904
1689,90.72306061
1688,90.72583008
1687,90.72857666
1686,90.73013306
1685,90.73894501
1684,90.73226929
1683,90.74030304
1682,90.73883057
1681,90.74089813
1680,90.73964691
1679,90.73891449
1678,90.73854065
1677,90.74201965
1676,90.73698425
1675,90.74408722
1674,90.74386597
1673,90.74433136
1672,90.74720764
1671,90.74776459
1670,90.75010681
1669,90.74675751
1668,90.74971771
1667,90.74932861
1666,90.7527771
1665,90.75053406
1664,90.77199554
1663,90.76100922
1662,90.75348663
1661,90.75511932
1660,90.75868988
1659,90.75223541
1658,90.75125122
1657,90.75608826
1656,90.75920868
1655,90.77550507
1654,90.75704193
1653,90.75465393
1652,90.76007843
1651,90.75920868
1650,90.76537323
1649,90.75982666
1648,90.75554657
1647,90.76580048
1646,90.75926208
1645,90.75986481
1644,90.76605988
1643,90.76354218
1642,90.78546906
1641,90.76789093
1640,90.7587738
1639,90.7660141
1638,90.76248932
1637,90.76665497
1636,90.76234436
1635,90.76760101
1634,90.76100159
1633,90.76143646
1632,90.75928497
1631,90.77018738
1630,90.76516724
1629,90.77413177
1628,90.77301025
1627,90.76966858
1626,90.76463318
1625,90.75637817
1624,90.77210236
1623,90.76683044
1622,90.77263641
1621,90.76067352
1620,90.77215576
1619,90.75765228
1618,90.76876068
1617,90.76850128
1616,90.77194214
1615,90.75566864
1614,90.77108765
1613,90.77307892
1612,90.75737
1611,90.77008057
1610,90.76566315
1609,90.76474762
1608,90.77867126
1607,90.75468445
1606,90.76164246
1605,90.76483917
1604,90.76746368
1603,90.74271393
1602,90.75352478
1601,90.76495361
1600,90.76488495
1599,90.76071167
1598,90.76563263
1597,90.74465942
1596,90.74819183
1595,90.76145935
1594,90.73740387
1593,90.76028442
1592,90.75629425
1591,90.74529266
1590,90.74729156
1589,90.74542999
1588,90.75008392
1587,90.75270081
1586,90.72885895
1585,90.74549103
1584,90.73835754
1583,90.73656464
1582,90.73699951
1581,90.7382431
1580,90.73795319
1579,90.73813629
1578,90.73492432
1577,90.73514557
1576,90.73196411
1575,90.73253632
1574,90.72457886
1573,90.73387909
1572,90.73336792
1571,90.72727203
1570,90.72592163
1569,90.72743988
1568,90.72315979
1567,90.72363281
1566,90.71868896
1565,90.71923065
1564,90.71891022
1563,90.71495819
1562,90.72034454
1561,90.71604156
1560,90.71286774
1559,90.71967316
1558,90.71588898
1557,90.712677
1556,90.70805359
1555,90.70464325
1554,90.70291901
1553,90.70284271
1552,90.71020508
1551,90.70198059
1550,90.70632172
1549,90.69850159
1548,90.70517731
1547,90.68930054
1546,90.68852234
1545,90.68405151
1544,90.68825531
1543,90.6942215
1542,90.68525696
1541,90.69049072
1540,90.6625824
1539,90.68521118
1538,90.67465973
1537,90.67449188
1536,90.67417145
1535,90.6657486
1534,90.65399933
1533,90.66585541
1532,90.65379333
1531,90.65345764
1530,90.65532684
1529,90.65509796
1528,90.65177155
1527,90.64670563
1526,90.64286041
1525,90.64625549
1524,90.64606476
1523,90.63896179
1522,90.63349152
1521,90.63311768
1520,90.63273621
1519,90.62900543
1518,90.63391113
1517,90.6350708
1516,90.62578583
1515,90.6262207
1514,90.62525177
1513,90.62167358
1512,90.61257935
1511,90.61122894
1510,90.6100235
1509,90.60443115
1508,90.59033203
1507,90.61126709
1506,90.60144043
1505,90.60410309
1504,90.59538269
1503,90.5922699
1502,90.58843231
1501,90.57936096
1500,90.57950592
1499,90.57915497
1498,90.58972168
1497,90.57291412
1496,90.55554962
1495,90.57621002
1494,90.57419586
1493,90.56041718
1492,90.55512238
1491,90.55408478
1490,90.54531097
1489,90.54588318
1488,90.54618835
1487,90.53677368
1486,90.53742218
1485,90.53422546
1484,90.53359222
1483,90.5226593
1482,90.52468109
1481,90.52091217
1480,90.5189209
1479,90.51676941
1478,90.51219177
1477,90.51081848
1476,90.5090332
1475,90.5021286
1474,90.49236298
1473,90.49414063
1472,90.48722076
1471,90.48551941
1470,90.47915649
1469,90.46815491
1468,90.47206879
1467,90.46997833
1466,90.46691132
1465,90.45558929
1464,90.4523468
1463,90.44770813
1462,90.44342041
1461,90.44517517
1460,90.44249725
1459,90.43827057
1458,90.42980194
1457,90.42435455
1456,90.41945648
1455,90.41332245
1454,90.41109467
1453,90.40789795
1452,90.40248871
1451,90.39564514
1450,90.39417267
1449,90.39234161
1448,90.37302399
1447,90.37391663
1446,90.36088562
1445,90.35639191
1444,90.37112427
1443,90.36048126
1442,90.34078217
1441,90.33929443
1440,90.33905029
1439,90.33877563
1438,90.30218506
1437,90.32888794
1436,90.32143402
1435,90.30799103
1434,90.29965973
1433,90.29551697
1432,90.27694702
1431,90.27139282
1430,90.26802826
1429,90.26416779
1428,90.25002289
1427,90.2442627
1426,90.24040985
1425,90.23426819
1424,90.22928619
1423,90.22356415
1422,90.21761322
1421,90.21542358
1420,90.20713806
1419,90.20597076
1418,90.19445801
1417,90.2062149
1416,90.16903687
1415,90.18927002
1414,90.19252777
1413,90.17897034
1412,90.18320465
1411,90.18314362
1410,90.16529083
1409,90.17079163
1408,90.18161774
1407,90.18766022
1406,90.17012787
1405,90.17342377
1404,90.19005585
1403,90.20793915
1402,90.18289185
1401,90.18901825
1400,90.21082306
1399,90.21056366
1398,90.2133255
1397,90.21670532
1396,90.22241211
1395,90.2346344
1394,90.2405014
1393,90.24176025
1392,90.25062561
1391,90.24271393
1390,90.25260162
1389,90.25228882
1388,90.24669647
1387,90.2547226
1386,90.26611328
1385,90.26572418
1384,90.27729797
1383,90.28521729
1382,90.2817688
1381,90.29321289
1380,90.25014496
1379,90.26242828
1378,90.26531982
1377,90.25526428
1376,90.25998688
1375,90.25283813
1374,90.25119781
1373,90.23915863
1372,90.24609375
1371,90.25170135
1370,90.25196075
1369,90.23860931
1368,90.24482727
1367,90.24172974
1366,90.23880768
1365,90.23313141
1364,90.23323059
1363,90.23071289
1362,90.22101593
1361,90.21968079
1360,90.22039795
1359,90.20954132
1358,90.20703125
1357,90.20684052
1356,90.20055389
1355,90.19730377
1354,90.19329834
1353,90.18760681
1352,90.18160248
1351,90.18479919
1350,90.19599915
1349,90.1656189
1348,90.15045929
1347,90.15790558
1346,90.17890167
1345,90.13972473
1344,90.14621735
1343,90.14542389
1342,90.16034698
1341,90.12851715
1340,90.13667297
1339,90.13548279
1338,90.12902069
1337,90.13008118
1336,90.12319183
1335,90.12432098
1334,90.14259338
1333,90.09990692
1332,90.13169098
1331,90.12098694
1330,90.11119843
1329,90.10398865
1328,90.10501862
1327,90.09958649
1326,90.09414673
1325,90.10247803
1324,90.08621216
1323,90.07424927
1322,90.09706879
1321,90.09152985
1320,90.08760071
1319,90.0786972
1318,90.07802582
1317,90.08170319
1316,90.05701447
1315,90.034729
1314,90.06158447
1313,90.06585693
1312,90.05051422
1311,90.06115723
1310,90.02093506
1309,90.04081726
1308,90.06118011
1307,90.01876831
1306,90.03547668
1305,90.05218506
1304,90.03575134
1303,90.03106689
1302,90.01981354
1301,90.01093292
1300,90.02511597
1299,90.0109787
1298,90.02559662
1297,90.00993347
1296,90.00692749
1295,89.99424744
1294,90.0026474
1293,90.01128387
1292,90.00185394
1291,89.9928894
1290,89.98318481
1289,89.98820496
1288,89.98640442
1287,89.97624207
1286,89.97277832
1285,89.96801758
1284,89.9667511
1283,89.9790802
1282,89.94181824
1281,89.96828461
1280,89.95904541
1279,89.95643616
1278,89.94599152
1277,89.93901062
1276,89.94205475
1275,89.94329834
1274,89.93304443
1273,89.93119049
1272,89.93693542
1271,89.93350983
1270,89.90566254
1269,89.93209839
1268,89.93456268
1267,89.92857361
1266,89.92134094
1265,89.91064453
1264,89.90769196
1263,89.90267181
1262,89.89909363
1261,89.88885498
1260,89.89697266
1259,89.8899765
1258,89.88831329
1257,89.89150238
1256,89.88447571
1255,89.8785553
1254,89.88210297
1253,89.87863922
1252,89.87588501
1251,89.87085724
1250,89.86636353
1249,89.86759186
1248,89.86813354
1247,89.85992432
1246,89.85915375
1245,89.85399628
1244,89.85464478
1243,89.85181427
1242,89.85375977
1241,89.85250854
1240,89.84442139
1239,89.84244537
1238,89.84059143
1237,89.8368988
1236,89.83472443
1235,89.83490753
1234,89.83346558
1233,89.82862854
1232,89.82942963
1231,89.82435608
1230,89.8278656
1229,89.82180786
1228,89.8197937
1227,89.81629944
1226,89.81329346
1225,89.81031036
1224,89.80558014
1223,89.79724884
1222,89.80153656
1221,89.80119324
1220,89.79761505
1219,89.79668427
1218,89.79621887
1217,89.79488373
1216,89.806427
1215,89.78423309
1214,89.77149963
1213,89.75185394
1212,89.77642059
1211,89.77967072
1210,89.7871933
1209,89.80289459
1208,89.75814819
1207,89.74163055
1206,89.75384521
1205,89.77630615
1204,89.76186371
1203,89.75636292
1202,89.75880432
1201,89.75488281
1200,89.75444031
1199,89.73085785
1198,89.70658112
1197,89.73287201
1196,89.72769928
1195,89.72131348
1194,89.7182312
1193,89.71703339
1192,89.71463013
1191,89.71399689
1190,89.71259308
1189,89.70841217
1188,89.70703125
1187,89.70433807
1186,89.70201874
1185,89.70002747
1184,89.69780731
1183,89.69946289
1182,89.69586182
1181,89.70930481
1180,89.68963623
1179,89.65809631
1178,89.68781281
1177,89.68553162
1176,89.69039917
1175,89.69384766
1174,89.65229034
1173,89.67404175
1172,89.6908493
1171,89.64107513
1170,89.67422485
1169,89.67049408
1168,89.66322327
1167,89.66443634
1166,89.65853119
1165,89.65653992
1164,89.66163635
1163,89.65098572
1162,89.65129089
1161,89.64779663
1160,89.64957428
1159,89.64354706
1158,89.64958954
1157,89.63652802
1156,89.63194275
1155,89.63986969
1154,89.63646698
1153,89.63093567
1152,89.63686371
1151,89.63455963
1150,89.62867737
1149,89.62847137
1148,89.62491608
1147,89.62587738
1146,89.623909
1145,89.62346649
1144,89.62270355
1143,89.61709595
1142,89.61142731
1141,89.61304474
1140,89.60858154
1139,89.60595703
1138,89.60067749
1137,89.60153198
1136,89.59923553
1135,89.60248566
1134,89.60079193
1133,89.60408783
1132,89.59801483
1131,89.59577942
1130,89.59377289
1129,89.58921051
1128,89.58985138
1127,89.58502197
1126,89.59138489
1125,89.58635712
1124,89.58502197
1123,89.58650208
1122,89.57952118
1121,89.58187866
1120,89.579216
1119,89.57845306
1118,89.5760498
1117,89.58990479
1116,89.56104279
1115,89.5716095
1114,89.57277679
1113,89.56967926
1112,89.5545578
1111,89.57308197
1110,89.55787659
1109,89.57318878
1108,89.53622437
1107,89.55056763
1106,89.55229187
1105,89.55031586
1104,89.5522995
1103,89.54782104
1102,89.558815
1101,89.53743744
1100,89.55646515
1099,89.52317047
1098,89.55114746
1097,89.52283478
1096,89.54415131
1095,89.55834198
1094,89.50187683
1093,89.53764343
1092,89.53617096
1091,89.53252411
1090,89.5552063
1089,89.51703644
1088,89.51678467
1087,89.49862671
1086,89.53453064
1085,89.52706909
1084,89.52567291
1083,89.51747131
1082,89.51654053
1081,89.51866913
1080,89.51615906
1079,89.51403809
1078,89.53742981
1077,89.50432587
1076,89.50272369
1075,89.49759674
1074,89.51596069
1073,89.52732849
1072,89.49121094
1071,89.47756195
1070,89.5037384
1069,89.51915741
1068,89.487854
1067,89.5014801
1066,89.49238586
1065,89.50282288
1064,89.49406433
1063,89.51469421
1062,89.47450256
1061,89.49030304
1060,89.50254059
1059,89.49942017
1058,89.51097107
1057,89.4982605
1056,89.48364258
1055,89.49095917
1054,89.49519348
1053,89.5038681
1052,89.4846344
1051,89.47460938
1050,89.49449158
1049,89.48959351
1048,89.48793793
1047,89.47672272
1046,89.47710419
1045,89.48061371
1044,89.49607849
1043,89.47807312
1042,89.47533417
1041,89.48038483
1040,89.47251892
1039,89.47877502
1038,89.47580719
1037,89.47840118
1036,89.47240448
1035,89.47645569
1034,89.46411896
1033,89.47315216
1032,89.47322083
1031,89.47117615
1030,89.46628571
1029,89.46403503
1028,89.47088623
1027,89.48008728
1026,89.47274017
1025,89.47624207
1024,89.46509552
1023,89.46564484
1022,89.45300293
1021,89.45982361
1020,89.46292877
1019,89.46567535
1018,89.45548248
1017,89.45620728
1016,89.45819855
1015,89.46134949
1014,89.45657349
1013,89.45339966
1012,89.460289
1011,89.46073914
1010,89.4622345
1009,89.45780182
1008,89.45529938
1007,89.45439911
1006,89.45703888
1005,89.46070862
1004,89.45159149
1003,89.44957733
1002,89.45333099
1001,89.4526825
1000,89.45277405
999,89.45735931
998,89.45951843
997,89.45560455
996,89.44750977
995,89.45149994
994,89.45354462
993,89.45263672
992,89.45105743
991,89.45297241
990,89.44976044
989,89.4469986
988,89.4471283
987,89.45407104
986,89.45223236
985,89.45349121
984,89.45166779
983,89.44837952
982,89.44718933
981,89.44291687
980,89.44784546
979,89.44913483
978,89.45144653
977,89.45597076
976,89.44276428
975,89.45513916
974,89.44690704
973,89.44915009
972,89.44189453
971,89.43217468
970,89.44538116
969,89.44287109
968,89.44750214
967,89.45398712
966,89.44443512
965,89.44394684
964,89.44620514
963,89.44670868
962,89.44599915
961,89.4446106
960,89.44381714
959,89.44734192
958,89.447258
957,89.44667053
956,89.45183563
955,89.44756317
954,89.45300293
953,89.45640564
952,89.45149231
951,89.44918823
950,89.44142151
949,89.44178772
948,89.45291901
947,89.45350647
946,89.45632935
945,89.44799042
944,89.45587158
943,89.45213318
942,89.44796753
941,89.45161438
940,89.44289398
939,89.45320129
